log_file,task,model_a,model_b,question,category,value,answer_a,answer_b,turn_matched,total_turns,match_type,all_answers_a,all_answers_b
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a number from 1 to 10.,simple,C,7,7,1,1,exact,7,7
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a number from 1 to 10.,simple,C,7,7,1,1,exact,7,7
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a primary color.,simple,C,red,red,1,1,exact,red,red
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a primary color.,simple,C,red,red,1,1,exact,red,red
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a primary color.,simple,C,red,red,1,1,exact,red,red
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a primary color.,simple,C,red,red,1,1,exact,red,red
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a primary color.,simple,C,red,red,1,1,exact,red,red
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a primary color.,simple,C,red,red,1,1,exact,red,red
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a primary color.,simple,C,red,red,1,1,exact,red,red
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a primary color.,simple,C,red,red,1,1,exact,red,red
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a primary color.,simple,C,red,red,1,1,exact,red,red
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a primary color.,simple,C,red,red,1,1,exact,red,red
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a shape.,simple,C,circle,circle,1,1,exact,circle,circle
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a shape.,simple,C,circle,circle,1,1,exact,circle,circle
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a shape.,simple,C,circle,circle,1,1,exact,circle,circle
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a shape.,simple,C,circle,circle,1,1,exact,circle,circle
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a shape.,simple,C,circle,circle,1,1,exact,circle,circle
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a shape.,simple,C,circle,circle,1,1,exact,circle,circle
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a shape.,simple,C,circle,circle,1,1,exact,circle,circle
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a shape.,simple,C,circle,circle,1,1,exact,circle,circle
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a shape.,simple,C,circle,circle,1,1,exact,circle,circle
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a shape.,simple,C,circle,circle,1,1,exact,circle,circle
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a playing card suit.,simple,C,Hearts,Hearts,1,1,exact,Hearts,Hearts
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a playing card suit.,simple,C,Hearts,Hearts,1,1,exact,Hearts,Hearts
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a playing card suit.,simple,C,Hearts,Hearts,1,1,exact,Hearts,Hearts
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a playing card suit.,simple,C,Hearts,Hearts,1,1,exact,Hearts,Hearts
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a playing card suit.,simple,C,Hearts,Hearts,1,1,exact,Hearts,Hearts
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a playing card suit.,simple,C,Hearts,Hearts,1,1,exact,Hearts,Hearts
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a playing card suit.,simple,C,Hearts,Hearts,1,1,exact,Hearts,Hearts
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a playing card suit.,simple,C,Hearts,Hearts,1,1,exact,Hearts,Hearts
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a playing card suit.,simple,C,Hearts,Hearts,1,1,exact,Hearts,Hearts
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Pick a playing card suit.,simple,C,Hearts,Hearts,1,1,exact,Hearts,Hearts
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a flower.,category,C,rose,rose,1,1,exact,rose,rose
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a flower.,category,C,rose,rose,1,1,exact,rose,rose
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a flower.,category,C,rose,rose,1,1,exact,rose,rose
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a flower.,category,C,rose,rose,1,1,exact,rose,rose
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a flower.,category,C,rose,rose,1,1,exact,rose,rose
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a flower.,category,C,rose,rose,1,1,exact,rose,rose
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a flower.,category,C,rose,rose,1,1,exact,rose,rose
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a flower.,category,C,rose,rose,1,1,exact,rose,rose
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a flower.,category,C,rose,rose,1,1,exact,rose,rose
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a flower.,category,C,rose,rose,1,1,exact,rose,rose
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a tree.,category,C,oak,oak,1,1,exact,oak,oak
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a tree.,category,C,oak,oak,1,1,exact,oak,oak
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a tree.,category,C,oak,oak,1,1,exact,oak,oak
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a tree.,category,C,oak,oak,1,1,exact,oak,oak
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a tree.,category,C,oak,oak,1,1,exact,oak,oak
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a tree.,category,C,oak,oak,1,1,exact,oak,oak
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a tree.,category,C,oak,oak,1,1,exact,oak,oak
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a tree.,category,C,oak,oak,1,1,exact,oak,oak
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a tree.,category,C,oak,oak,1,1,exact,oak,oak
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a tree.,category,C,oak,oak,1,1,exact,oak,oak
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a car brand.,category,C,Toyota,Toyota,1,1,exact,Toyota,Toyota
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a car brand.,category,C,Toyota,Toyota,1,1,exact,Toyota,Toyota
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a car brand.,category,C,Toyota,Toyota,1,1,exact,Toyota,Toyota
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a car brand.,category,C,Toyota,Toyota,1,1,exact,Toyota,Toyota
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a car brand.,category,C,Toyota,Toyota,1,1,exact,Toyota,Toyota
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a car brand.,category,C,Toyota,Toyota,1,1,exact,Toyota,Toyota
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a car brand.,category,C,Toyota,Toyota,1,1,exact,Toyota,Toyota
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a car brand.,category,C,Toyota,Toyota,1,1,exact,Toyota,Toyota
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a car brand.,category,C,Toyota,Toyota,1,1,exact,Toyota,Toyota
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a car brand.,category,C,Toyota,Toyota,1,1,exact,Toyota,Toyota
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a painting.,category,C,Mona Lisa,Mona Lisa,1,1,exact,Mona Lisa,Mona Lisa
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a painting.,category,C,Mona Lisa,Mona Lisa,1,1,exact,Mona Lisa,Mona Lisa
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a painting.,category,C,Mona Lisa,Mona Lisa,1,1,exact,Mona Lisa,Mona Lisa
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a painting.,category,C,Mona Lisa,Mona Lisa,1,1,exact,Mona Lisa,Mona Lisa
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a painting.,category,C,Mona Lisa,Mona Lisa,1,1,exact,Mona Lisa,Mona Lisa
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a painting.,category,C,Mona Lisa,Mona Lisa,1,1,exact,Mona Lisa,Mona Lisa
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a painting.,category,C,Mona Lisa,Mona Lisa,1,1,exact,Mona Lisa,Mona Lisa
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a painting.,category,C,Mona Lisa,Mona Lisa,1,1,exact,Mona Lisa,Mona Lisa
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a painting.,category,C,Mona Lisa,Mona Lisa,1,1,exact,Mona Lisa,Mona Lisa
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a painting.,category,C,Mona Lisa,Mona Lisa,1,1,exact,Mona Lisa,Mona Lisa
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a Shakespeare play.,category,C,Romeo and Juliet,Romeo and Juliet,3,3,exact,Hamlet|Romeo and Juliet|Romeo and Juliet,Romeo and Juliet|Hamlet|Romeo and Juliet
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a Shakespeare play.,category,C,Hamlet,Hamlet,1,1,exact,Hamlet,Hamlet
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a Shakespeare play.,category,C,Hamlet,Hamlet,3,3,exact,Romeo and Juliet|Hamlet|Hamlet,Hamlet|Romeo and Juliet|Hamlet
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a Shakespeare play.,category,I,Macbeth,Romeo and Juliet,-1,5,no_match,Romeo and Juliet|Hamlet|Hamlet|Romeo and Juliet|Macbeth,Hamlet|Romeo and Juliet|Romeo and Juliet|Hamlet|Romeo and Juliet
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a Shakespeare play.,category,C,Hamlet,Hamlet,3,3,exact,Romeo and Juliet|Hamlet|Hamlet,Hamlet|Romeo and Juliet|Hamlet
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a Shakespeare play.,category,C,Hamlet,Hamlet,1,1,exact,Hamlet,Hamlet
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a Shakespeare play.,category,I,Macbeth,Romeo and Juliet,-1,5,no_match,Romeo and Juliet|Hamlet|Hamlet|Romeo and Juliet|Macbeth,Hamlet|Romeo and Juliet|Romeo and Juliet|Hamlet|Romeo and Juliet
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a Shakespeare play.,category,C,Hamlet,Hamlet,5,5,exact,Romeo and Juliet|Hamlet|Hamlet|Macbeth|Hamlet,Hamlet|Romeo and Juliet|Macbeth|Hamlet|Hamlet
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a Shakespeare play.,category,I,Macbeth,Hamlet,-1,5,no_match,Romeo and Juliet|Hamlet|Hamlet|Romeo and Juliet|Macbeth,Hamlet|Romeo and Juliet|Romeo and Juliet|Hamlet|Hamlet
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a Shakespeare play.,category,C,Macbeth,Macbeth,3,3,exact,Romeo and Juliet|Hamlet|Macbeth,Hamlet|Romeo and Juliet|Macbeth
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a country.,category,C,France,France,1,1,exact,France,France
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a country.,category,C,France,France,1,1,exact,France,France
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a country.,category,C,France,France,1,1,exact,France,France
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a country.,category,C,France,France,1,1,exact,France,France
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a country.,category,C,France,France,1,1,exact,France,France
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a country.,category,C,France,France,1,1,exact,France,France
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a country.,category,C,France,France,1,1,exact,France,France
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a country.,category,C,France,France,1,1,exact,France,France
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a country.,category,C,France,France,1,1,exact,France,France
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a country.,category,C,France,France,1,1,exact,France,France
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a fruit.,category,C,apple,apple,1,1,exact,apple,apple
2026-03-12T05-37-05+00-00_schelling_WuXmiPSySrBLGBEVH4jAsd.eval,schelling,claude-sonnet-4-6,claude-sonnet-4-6,Name a fruit.,category,C,apple,apple,1,1,exact,apple,apple
